0|10|0|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 00:14:13|Friday|152|00:02:32|||FRAF1|0630001077|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|1|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 03:21:21|Friday|104|00:01:44|||FRAF1|0607001043|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|2|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 03:35:28|Friday|156|00:02:36|||FRAF1|0607001032|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|3|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 00:16:09|Friday|159|00:02:39|||FRAF1|0631001090|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|4|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 03:16:15|Friday|95|00:01:35|||FRAF1|0630001006|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|5|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 00:02:25|Friday|70|00:01:10|||FRAF1|0637001055|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|6|38|900|900|Voice calls in the community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|MOC|Voice|2014/07/18 02:29:59|Friday|164|00:02:44|||FRAF1|0631001058|||208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|0|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:43:52|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0630001057|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|1|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 00:16:03|Friday|0|00:00:00|||FRAF2|0601000002|FRAF1|0630001097|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|2|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:26:37|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0608001040|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|3|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 00:03:58|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0608001001|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|4|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:21:04|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0608001022|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|5|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:13:25|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0630001094|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|6|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 01:09:29|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0632001028|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|7|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:25:29|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0607001019|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|8|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:47:56|Friday|0|00:00:00|||FRAF2|0601000002|FRAF1|0632001087|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|9|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 01:18:17|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0607001043|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|10|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:57:26|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0607001066|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|11|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 00:59:50|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0630001009|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|12|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:44:00|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0631001085|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|13|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 00:15:53|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0631001045|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|14|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 01:39:33|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0630001076|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|15|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:32:50|Friday|0|00:00:00|||FRAF2|0601000002|FRAF1|0633001052|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|16|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 03:43:01|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0632001096|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|17|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:20:23|Friday|0|00:00:00|||FRAF2|0601000000|FRAF1|0631001018|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
0|10|18|38|0|900|SMS Sent in Community|Profile tutorial #8|208016626136005|0631001000|45002200687206|FRAF2|SMS-MO|SMS|2014/07/18 02:31:34|Friday|0|00:00:00|||FRAF2|0603000001|FRAF1|0631001045|208|10|MSC3|BTSC2|7302|8805|5.846968|48.2605
